"","GeneName","EnsemblId","esti","pval","nbSegOver","plot","regionName"
"587","CPVL","ENSG00000106066",-0.02,"0.55",8,"reg_7-27570001-29670000-2100_ENSG00000106066_CPVL.png","7-27570001-29670000-2100"
"588","CHN2","ENSG00000106069",-0.05,"0.6",14,"reg_7-27570001-29670000-2100_ENSG00000106069_CHN2.png","7-27570001-29670000-2100"
"589","PRR15","ENSG00000176532",-0.03,"0.58",1,"reg_7-27570001-29670000-2100_ENSG00000176532_PRR15.png","7-27570001-29670000-2100"
"590","WIPF3","ENSG00000122574",0.1,"0.28",5,"reg_7-29730001-29760000-30_ENSG00000122574_WIPF3.png","7-29730001-29760000-30"
"591","WIPF3","ENSG00000122574",0.1,"0.28",5,"reg_7-29790001-30450000-660_ENSG00000122574_WIPF3.png","7-29790001-30450000-660"
"592","SCRN1","ENSG00000136193",-0.1,"0.72",3,"reg_7-29790001-30450000-660_ENSG00000136193_SCRN1.png","7-29790001-30450000-660"
"593","FKBP14","ENSG00000106080",0.11,"0.26",2,"reg_7-29790001-30450000-660_ENSG00000106080_FKBP14.png","7-29790001-30450000-660"
"594","PLEKHA8","ENSG00000106086",0.01,"0.48",4,"reg_7-29790001-30450000-660_ENSG00000106086_PLEKHA8.png","7-29790001-30450000-660"
"595","MTURN","ENSG00000180354",0.19,"0.14",2,"reg_7-29790001-30450000-660_ENSG00000180354_MTURN.png","7-29790001-30450000-660"
"596","ZNRF2","ENSG00000180233",0.12,"0.24",5,"reg_7-29790001-30450000-660_ENSG00000180233_ZNRF2.png","7-29790001-30450000-660"
"597","NOD1","ENSG00000106100",0.45,"0.005",2,"reg_7-30480001-32670000-2190_ENSG00000106100_NOD1.png","7-30480001-32670000-2190"
"598","GGCT","ENSG00000006625",0.08,"0.31",3,"reg_7-30480001-32670000-2190_ENSG00000006625_GGCT.png","7-30480001-32670000-2190"
"599","GARS","ENSG00000106105",0.21,"0.11",2,"reg_7-30480001-32670000-2190_ENSG00000106105_GARS.png","7-30480001-32670000-2190"
"600","CRHR2","ENSG00000106113",0.35,"0.03",2,"reg_7-30480001-32670000-2190_ENSG00000106113_CRHR2.png","7-30480001-32670000-2190"
"601","INMT","ENSG00000241644",0.41,"0.0085",3,"reg_7-30480001-32670000-2190_ENSG00000241644_INMT.png","7-30480001-32670000-2190"
"602","INMT-FAM188B","ENSG00000254959",NA,"NA",0,NA,"7-30480001-32670000-2190"
"603","FAM188B","ENSG00000106125",NA,"NA",0,NA,"7-30480001-32670000-2190"
"604","AQP1","ENSG00000240583",0.33,"0.027",4,"reg_7-30480001-32670000-2190_ENSG00000240583_AQP1.png","7-30480001-32670000-2190"
"605","AQP1","ENSG00000250424",NA,"NA",0,NA,"7-30480001-32670000-2190"
"606","GHRHR","ENSG00000106128",0.13,"0.24",3,"reg_7-30480001-32670000-2190_ENSG00000106128_GHRHR.png","7-30480001-32670000-2190"
"607","ADCYAP1R1","ENSG00000078549",0.1,"0.28",3,"reg_7-30480001-32670000-2190_ENSG00000078549_ADCYAP1R1.png","7-30480001-32670000-2190"
"608","NEUROD6","ENSG00000164600",NA,"NA",2,"reg_7-30480001-32670000-2190_ENSG00000164600_NEUROD6.png","7-30480001-32670000-2190"
"609","CCDC129","ENSG00000180347",NA,"NA",0,NA,"7-30480001-32670000-2190"
"610","PPP1R17","ENSG00000106341",-0.39,"0.97",2,"reg_7-30480001-32670000-2190_ENSG00000106341_PPP1R17.png","7-30480001-32670000-2190"
"611","PDE1C","ENSG00000154678",0.05,"0.39",19,"reg_7-30480001-32670000-2190_ENSG00000154678_PDE1C.png","7-30480001-32670000-2190"
"612","LSM5","ENSG00000106355",0.24,"0.081",1,"reg_7-30480001-32670000-2190_ENSG00000106355_LSM5.png","7-30480001-32670000-2190"
"613","AVL9","ENSG00000105778",0.06,"0.37",9,"reg_7-30480001-32670000-2190_ENSG00000105778_AVL9.png","7-30480001-32670000-2190"
"614","AVL9","ENSG00000105778",0.06,"0.37",9,"reg_7-32910001-33000000-90_ENSG00000105778_AVL9.png","7-32910001-33000000-90"
"615","KBTBD2","ENSG00000170852",-0.06,"0.63",1,"reg_7-32910001-33000000-90_ENSG00000170852_KBTBD2.png","7-32910001-33000000-90"
"616","FKBP9","ENSG00000122642",-0.08,"0.69",1,"reg_7-32910001-33000000-90_ENSG00000122642_FKBP9.png","7-32910001-33000000-90"
"617","AVL9","ENSG00000105778",0.06,"0.37",9,"reg_7-33060001-33120000-60_ENSG00000105778_AVL9.png","7-33060001-33120000-60"
"618","NT5C3A","ENSG00000122643",0.23,"0.092",2,"reg_7-33060001-33120000-60_ENSG00000122643_NT5C3A.png","7-33060001-33120000-60"
"619","BBS9","ENSG00000122507",0.06,"0.37",17,"reg_7-33150001-34350000-1200_ENSG00000122507_BBS9.png","7-33150001-34350000-1200"
"620","RP11-89N17.1","ENSG00000173862",NA,"NA",0,NA,"7-33150001-34350000-1200"
"621","BMPER","ENSG00000164619",0.09,"0.3",9,"reg_7-33150001-34350000-1200_ENSG00000164619_BMPER.png","7-33150001-34350000-1200"
"622","TNS3","ENSG00000136205",-0.1,"0.72",8,"reg_7-47400001-48000000-600_ENSG00000136205_TNS3.png","7-47400001-48000000-600"
"623","C7orf65","ENSG00000221845",NA,"NA",0,NA,"7-47400001-48000000-600"
"624","HUS1","ENSG00000136273",-0.08,"0.69",9,"reg_7-47400001-48000000-600_ENSG00000136273_HUS1.png","7-47400001-48000000-600"
"625","PKD1L1","ENSG00000158683",0.32,"0.034",7,"reg_7-47400001-48000000-600_ENSG00000158683_PKD1L1.png","7-47400001-48000000-600"
"626","C7orf69","ENSG00000136275",NA,"NA",0,NA,"7-47400001-48000000-600"
"627","VSTM2A","ENSG00000170419",0.33,"0.038",2,"reg_7-54060001-54360000-300_ENSG00000170419_VSTM2A.png","7-54060001-54360000-300"
"628","VSTM2A","ENSG00000170419",0.33,"0.038",2,"reg_7-54390001-55590000-1200_ENSG00000170419_VSTM2A.png","7-54390001-55590000-1200"
"629","SEC61G","ENSG00000132432",0.28,"0.052",1,"reg_7-54390001-55590000-1200_ENSG00000132432_SEC61G.png","7-54390001-55590000-1200"
"630","EGFR","ENSG00000146648",0.19,"0.14",9,"reg_7-54390001-55590000-1200_ENSG00000146648_EGFR.png","7-54390001-55590000-1200"
"631","LANCL2","ENSG00000132434",0.25,"0.075",4,"reg_7-54390001-55590000-1200_ENSG00000132434_LANCL2.png","7-54390001-55590000-1200"
"632","VOPP1","ENSG00000154978",-0.07,"0.66",3,"reg_7-54390001-55590000-1200_ENSG00000154978_VOPP1.png","7-54390001-55590000-1200"
"633","C8orf12","ENSG00000184608",NA,"NA",0,NA,"8-11250001-11760000-510"
"634","FAM167A","ENSG00000154319",-0.24,"0.91",3,"reg_8-11250001-11760000-510_ENSG00000154319_FAM167A.png","8-11250001-11760000-510"
"635","BLK","ENSG00000136573",-0.04,"0.58",3,"reg_8-11250001-11760000-510_ENSG00000136573_BLK.png","8-11250001-11760000-510"
"636","GATA4","ENSG00000136574",-0.13,"0.77",4,"reg_8-11250001-11760000-510_ENSG00000136574_GATA4.png","8-11250001-11760000-510"
"637","C8orf49","ENSG00000255394",NA,"NA",0,NA,"8-11250001-11760000-510"
"638","NEIL2","ENSG00000154328",0.28,"0.052",2,"reg_8-11250001-11760000-510_ENSG00000154328_NEIL2.png","8-11250001-11760000-510"
"639","FDFT1","ENSG00000079459",0.28,"0.052",2,"reg_8-11250001-11760000-510_ENSG00000079459_FDFT1.png","8-11250001-11760000-510"
"640","RP11-297N6.4","ENSG00000255046",NA,"NA",0,NA,"8-11250001-11760000-510"
"641","CTSB","ENSG00000164733",0.25,"0.07",1,"reg_8-11250001-11760000-510_ENSG00000164733_CTSB.png","8-11250001-11760000-510"
"642","DEFB136","ENSG00000205884",NA,"NA",1,"reg_8-11790001-11850000-60_ENSG00000205884_DEFB136.png","8-11790001-11850000-60"
"643","DEFB135","ENSG00000205883",NA,"NA",1,"reg_8-11790001-11850000-60_ENSG00000205883_DEFB135.png","8-11790001-11850000-60"
"644","LONRF1","ENSG00000154359",0.23,"0.092",2,"reg_8-12570001-13230000-660_ENSG00000154359_LONRF1.png","8-12570001-13230000-660"
"645","KIAA1456","ENSG00000250305",NA,"NA",0,NA,"8-12570001-13230000-660"
"646","DLC1","ENSG00000164741",-0.07,"0.66",10,"reg_8-12570001-13230000-660_ENSG00000164741_DLC1.png","8-12570001-13230000-660"
"647","ZMAT4","ENSG00000165061",0.01,"0.47",13,"reg_8-40050001-43020000-2970_ENSG00000165061_ZMAT4.png","8-40050001-43020000-2970"
"648","SFRP1","ENSG00000104332",-0.07,"0.66",3,"reg_8-40050001-43020000-2970_ENSG00000104332_SFRP1.png","8-40050001-43020000-2970"
"649","GOLGA7","ENSG00000147533",0.25,"0.07",1,"reg_8-40050001-43020000-2970_ENSG00000147533_GOLGA7.png","8-40050001-43020000-2970"
"650","GINS4","ENSG00000147536",0.2,"0.12",2,"reg_8-40050001-43020000-2970_ENSG00000147536_GINS4.png","8-40050001-43020000-2970"
"651","AGPAT6","ENSG00000158669",NA,"NA",0,NA,"8-40050001-43020000-2970"
"652","NKX6-3","ENSG00000165066",0.24,"0.1",1,"reg_8-40050001-43020000-2970_ENSG00000165066_NKX6-3.png","8-40050001-43020000-2970"
"653","ANK1","ENSG00000029534",0.16,"0.18",9,"reg_8-40050001-43020000-2970_ENSG00000029534_ANK1.png","8-40050001-43020000-2970"
"654","KAT6A","ENSG00000083168",0.29,"0.044",5,"reg_8-40050001-43020000-2970_ENSG00000083168_KAT6A.png","8-40050001-43020000-2970"
"655","AP3M2","ENSG00000070718",0.31,"0.038",1,"reg_8-40050001-43020000-2970_ENSG00000070718_AP3M2.png","8-40050001-43020000-2970"
"656","PLAT","ENSG00000104368",0.02,"0.45",2,"reg_8-40050001-43020000-2970_ENSG00000104368_PLAT.png","8-40050001-43020000-2970"
"657","IKBKB","ENSG00000104365",0.48,"0.0028",3,"reg_8-40050001-43020000-2970_ENSG00000104365_IKBKB.png","8-40050001-43020000-2970"
"658","POLB","ENSG00000070501",0.31,"0.038",2,"reg_8-40050001-43020000-2970_ENSG00000070501_POLB.png","8-40050001-43020000-2970"
"659","DKK4","ENSG00000104371",-0.3,"0.95",1,"reg_8-40050001-43020000-2970_ENSG00000104371_DKK4.png","8-40050001-43020000-2970"
"660","VDAC3","ENSG00000078668",0.32,"0.032",1,"reg_8-40050001-43020000-2970_ENSG00000078668_VDAC3.png","8-40050001-43020000-2970"
"661","SLC20A2","ENSG00000168575",0.53,"0.0011",5,"reg_8-40050001-43020000-2970_ENSG00000168575_SLC20A2.png","8-40050001-43020000-2970"
"662","SMIM19","ENSG00000176209",0.08,"0.31",1,"reg_8-40050001-43020000-2970_ENSG00000176209_SMIM19.png","8-40050001-43020000-2970"
"663","CHRNB3","ENSG00000147432",-0.06,"0.62",2,"reg_8-40050001-43020000-2970_ENSG00000147432_CHRNB3.png","8-40050001-43020000-2970"
"664","CHRNA6","ENSG00000147434",-0.36,"0.96",2,"reg_8-40050001-43020000-2970_ENSG00000147434_CHRNA6.png","8-40050001-43020000-2970"
"665","THAP1","ENSG00000131931",0.25,"0.07",1,"reg_8-40050001-43020000-2970_ENSG00000131931_THAP1.png","8-40050001-43020000-2970"
"666","RNF170","ENSG00000120925",0.44,"0.0056",3,"reg_8-40050001-43020000-2970_ENSG00000120925_RNF170.png","8-40050001-43020000-2970"
"667","HOOK3","ENSG00000168172",0.37,"0.015",5,"reg_8-40050001-43020000-2970_ENSG00000168172_HOOK3.png","8-40050001-43020000-2970"
"668","RP11-598P20.5","ENSG00000254673",NA,"NA",0,NA,"8-40050001-43020000-2970"
"669","FNTA","ENSG00000168522",0.54,"0.00083",3,"reg_8-40050001-43020000-2970_ENSG00000168522_FNTA.png","8-40050001-43020000-2970"
"670","POMK","ENSG00000185900",0.29,"0.044",2,"reg_8-40050001-43020000-2970_ENSG00000185900_POMK.png","8-40050001-43020000-2970"
"671","HGSNAT","ENSG00000165102",0.31,"0.038",2,"reg_8-40050001-43020000-2970_ENSG00000165102_HGSNAT.png","8-40050001-43020000-2970"
"672","HGSNAT","ENSG00000165102",0.31,"0.038",2,"reg_8-43050001-43080000-30_ENSG00000165102_HGSNAT.png","8-43050001-43080000-30"
"673","HGSNAT","ENSG00000165102",0.31,"0.038",2,"reg_8-43110001-43170000-60_ENSG00000165102_HGSNAT.png","8-43110001-43170000-60"
"674","HGSNAT","ENSG00000165102",0.31,"0.038",2,"reg_8-43200001-43260000-60_ENSG00000165102_HGSNAT.png","8-43200001-43260000-60"
"675","HGSNAT","ENSG00000165102",0.31,"0.038",2,"reg_8-43290001-43320000-30_ENSG00000165102_HGSNAT.png","8-43290001-43320000-30"
"676","HGSNAT","ENSG00000165102",0.31,"0.038",2,"reg_8-43350001-43380000-30_ENSG00000165102_HGSNAT.png","8-43350001-43380000-30"
"677","SPIDR","ENSG00000164808",0.11,"0.26",15,"reg_8-47490001-47520000-30_ENSG00000164808_SPIDR.png","8-47490001-47520000-30"
"678","SPIDR","ENSG00000164808",0.11,"0.26",15,"reg_8-47610001-47640000-30_ENSG00000164808_SPIDR.png","8-47610001-47640000-30"
"679","SPIDR","ENSG00000164808",0.11,"0.26",15,"reg_8-47820001-47910000-90_ENSG00000164808_SPIDR.png","8-47820001-47910000-90"
"680","SPIDR","ENSG00000164808",0.11,"0.26",15,"reg_8-47940001-48060000-120_ENSG00000164808_SPIDR.png","8-47940001-48060000-120"
"681","SPIDR","ENSG00000164808",0.11,"0.26",15,"reg_8-48090001-48180000-90_ENSG00000164808_SPIDR.png","8-48090001-48180000-90"
"682","SPIDR","ENSG00000164808",0.11,"0.26",15,"reg_8-48210001-48390000-180_ENSG00000164808_SPIDR.png","8-48210001-48390000-180"
"683","SPIDR","ENSG00000164808",0.11,"0.26",15,"reg_8-48420001-48990000-570_ENSG00000164808_SPIDR.png","8-48420001-48990000-570"
"684","CEBPD","ENSG00000221869",0.03,"0.42",1,"reg_8-48420001-48990000-570_ENSG00000221869_CEBPD.png","8-48420001-48990000-570"
"685","PRKDC","ENSG00000253729",-0.08,"0.69",8,"reg_8-48420001-48990000-570_ENSG00000253729_PRKDC.png","8-48420001-48990000-570"
"686","MCM4","ENSG00000104738",0.05,"0.4",1,"reg_8-48420001-48990000-570_ENSG00000104738_MCM4.png","8-48420001-48990000-570"
"687","UBE2V2","ENSG00000169139",0.11,"0.26",3,"reg_8-48420001-48990000-570_ENSG00000169139_UBE2V2.png","8-48420001-48990000-570"
"688","UBE2V2","ENSG00000169139",0.11,"0.26",3,"reg_8-49020001-49140000-120_ENSG00000169139_UBE2V2.png","8-49020001-49140000-120"
"689","UBE2V2","ENSG00000169139",0.11,"0.26",3,"reg_8-49170001-49350000-180_ENSG00000169139_UBE2V2.png","8-49170001-49350000-180"
"690","EFCAB1","ENSG00000034239",-0.19,"0.86",1,"reg_8-49380001-51000000-1620_ENSG00000034239_EFCAB1.png","8-49380001-51000000-1620"
"691","SNAI2","ENSG00000019549",-0.18,"0.84",1,"reg_8-49380001-51000000-1620_ENSG00000019549_SNAI2.png","8-49380001-51000000-1620"
"692","C8orf22","ENSG00000168333",NA,"NA",0,NA,"8-49380001-51000000-1620"
"693","RP11-738G5.2","ENSG00000253206",NA,"NA",0,NA,"8-49380001-51000000-1620"
"694","SNTG1","ENSG00000147481",0.14,"0.2",29,"reg_8-49380001-51000000-1620_ENSG00000147481_SNTG1.png","8-49380001-51000000-1620"
"695","SNTG1","ENSG00000147481",0.14,"0.2",29,"reg_8-51030001-55860000-4830_ENSG00000147481_SNTG1.png","8-51030001-55860000-4830"
"696","PXDNL","ENSG00000147485",0.18,"0.17",17,"reg_8-51030001-55860000-4830_ENSG00000147485_PXDNL.png","8-51030001-55860000-4830"
"697","PCMTD1","ENSG00000168300",0.12,"0.24",4,"reg_8-51030001-55860000-4830_ENSG00000168300_PCMTD1.png","8-51030001-55860000-4830"
"698","AC090186.1","ENSG00000232941",NA,"NA",0,NA,"8-51030001-55860000-4830"
"699","ST18","ENSG00000147488",0.3,"0.041",13,"reg_8-51030001-55860000-4830_ENSG00000147488_ST18.png","8-51030001-55860000-4830"
"700","FAM150A","ENSG00000196711",NA,"NA",0,NA,"8-51030001-55860000-4830"
"701","RB1CC1","ENSG00000023287",0.14,"0.21",5,"reg_8-51030001-55860000-4830_ENSG00000023287_RB1CC1.png","8-51030001-55860000-4830"
"702","NPBWR1","ENSG00000183729",0.08,"0.33",1,"reg_8-51030001-55860000-4830_ENSG00000183729_NPBWR1.png","8-51030001-55860000-4830"
"703","OPRK1","ENSG00000082556",0.14,"0.2",2,"reg_8-51030001-55860000-4830_ENSG00000082556_OPRK1.png","8-51030001-55860000-4830"
"704","ATP6V1H","ENSG00000047249",0.35,"0.022",6,"reg_8-51030001-55860000-4830_ENSG00000047249_ATP6V1H.png","8-51030001-55860000-4830"
"705","RGS20","ENSG00000147509",-0.36,"0.98",5,"reg_8-51030001-55860000-4830_ENSG00000147509_RGS20.png","8-51030001-55860000-4830"
"706","TCEA1","ENSG00000187735",0.28,"0.052",3,"reg_8-51030001-55860000-4830_ENSG00000187735_TCEA1.png","8-51030001-55860000-4830"
"707","LYPLA1","ENSG00000120992",0.15,"0.19",3,"reg_8-51030001-55860000-4830_ENSG00000120992_LYPLA1.png","8-51030001-55860000-4830"
"708","MRPL15","ENSG00000137547",0.27,"0.06",2,"reg_8-51030001-55860000-4830_ENSG00000137547_MRPL15.png","8-51030001-55860000-4830"
"709","SOX17","ENSG00000164736",-0.06,"0.63",1,"reg_8-51030001-55860000-4830_ENSG00000164736_SOX17.png","8-51030001-55860000-4830"
"710","RP1","ENSG00000104237",0.01,"0.48",2,"reg_8-51030001-55860000-4830_ENSG00000104237_RP1.png","8-51030001-55860000-4830"
"711","XKR4","ENSG00000206579",-0.01,"0.52",14,"reg_8-55890001-56370000-480_ENSG00000206579_XKR4.png","8-55890001-56370000-480"
"712","RP11-386G21.1","ENSG00000253976",NA,"NA",0,NA,"8-55890001-56370000-480"
"713","RP11-386G21.2","ENSG00000253857",NA,"NA",0,NA,"8-55890001-56370000-480"
"714","XKR4","ENSG00000206579",-0.01,"0.52",14,"reg_8-56400001-56550000-150_ENSG00000206579_XKR4.png","8-56400001-56550000-150"
"715","TMEM68","ENSG00000167904",0.27,"0.06",4,"reg_8-56580001-56730000-150_ENSG00000167904_TMEM68.png","8-56580001-56730000-150"
"716","TGS1","ENSG00000137574",0.28,"0.056",2,"reg_8-56580001-56730000-150_ENSG00000137574_TGS1.png","8-56580001-56730000-150"
"717","LYN","ENSG00000254087",0.06,"0.37",4,"reg_8-56760001-56820000-60_ENSG00000254087_LYN.png","8-56760001-56820000-60"
"718","LYN","ENSG00000254087",0.06,"0.37",4,"reg_8-56850001-57240000-390_ENSG00000254087_LYN.png","8-56850001-57240000-390"
"719","RPS20","ENSG00000008988",0.14,"0.21",1,"reg_8-56850001-57240000-390_ENSG00000008988_RPS20.png","8-56850001-57240000-390"
"720","MOS","ENSG00000172680",-0.25,"0.9",1,"reg_8-56850001-57240000-390_ENSG00000172680_MOS.png","8-56850001-57240000-390"
"721","PLAG1","ENSG00000181690",0.33,"0.027",3,"reg_8-56850001-57240000-390_ENSG00000181690_PLAG1.png","8-56850001-57240000-390"
"722","CHCHD7","ENSG00000170791",0.23,"0.092",1,"reg_8-56850001-57240000-390_ENSG00000170791_CHCHD7.png","8-56850001-57240000-390"
"723","SDR16C5","ENSG00000170786",-0.12,"0.76",1,"reg_8-56850001-57240000-390_ENSG00000170786_SDR16C5.png","8-56850001-57240000-390"
"724","PENK","ENSG00000181195",-0.02,"0.55",1,"reg_8-57270001-58110000-840_ENSG00000181195_PENK.png","8-57270001-58110000-840"
"725","IMPAD1","ENSG00000104331",0.1,"0.28",2,"reg_8-57270001-58110000-840_ENSG00000104331_IMPAD1.png","8-57270001-58110000-840"
"726","IMPAD1","ENSG00000104331",0.1,"0.28",2,"reg_8-58140001-58170000-30_ENSG00000104331_IMPAD1.png","8-58140001-58170000-30"
"727","FAM110B","ENSG00000169122",0.09,"0.3",8,"reg_8-58200001-60360000-2160_ENSG00000169122_FAM110B.png","8-58200001-60360000-2160"
"728","UBXN2B","ENSG00000215114",0.27,"0.06",2,"reg_8-58200001-60360000-2160_ENSG00000215114_UBXN2B.png","8-58200001-60360000-2160"
"729","CYP7A1","ENSG00000167910",0.32,"0.052",1,"reg_8-58200001-60360000-2160_ENSG00000167910_CYP7A1.png","8-58200001-60360000-2160"
"730","SDCBP","ENSG00000137575",0.22,"0.11",2,"reg_8-58200001-60360000-2160_ENSG00000137575_SDCBP.png","8-58200001-60360000-2160"
"731","NSMAF","ENSG00000035681",0.31,"0.038",3,"reg_8-58200001-60360000-2160_ENSG00000035681_NSMAF.png","8-58200001-60360000-2160"
"732","TOX","ENSG00000198846",0.21,"0.11",12,"reg_8-58200001-60360000-2160_ENSG00000198846_TOX.png","8-58200001-60360000-2160"
"733","CA8","ENSG00000178538",0.24,"0.081",4,"reg_8-60390001-60780000-390_ENSG00000178538_CA8.png","8-60390001-60780000-390"
"734","CA8","ENSG00000178538",0.24,"0.081",4,"reg_8-60810001-61350000-540_ENSG00000178538_CA8.png","8-60810001-61350000-540"
"735","RAB2A","ENSG00000104388",0.4,"0.01",5,"reg_8-61380001-62160000-780_ENSG00000104388_RAB2A.png","8-61380001-62160000-780"
"736","CHD7","ENSG00000171316",0.42,"0.0069",7,"reg_8-61380001-62160000-780_ENSG00000171316_CHD7.png","8-61380001-62160000-780"
"737","CLVS1","ENSG00000177182",-0.25,"0.93",14,"reg_8-61380001-62160000-780_ENSG00000177182_CLVS1.png","8-61380001-62160000-780"
"738","CLVS1","ENSG00000177182",-0.25,"0.93",14,"reg_8-62190001-62370000-180_ENSG00000177182_CLVS1.png","8-62190001-62370000-180"
"739","CLVS1","ENSG00000177182",-0.25,"0.93",14,"reg_8-62400001-63360000-960_ENSG00000177182_CLVS1.png","8-62400001-63360000-960"
"740","ASPH","ENSG00000198363",0.19,"0.14",8,"reg_8-62400001-63360000-960_ENSG00000198363_ASPH.png","8-62400001-63360000-960"
"741","NKAIN3","ENSG00000185942",0.35,"0.036",25,"reg_8-62400001-63360000-960_ENSG00000185942_NKAIN3.png","8-62400001-63360000-960"
"742","NKAIN3","ENSG00000185942",0.35,"0.036",25,"reg_8-63390001-66030000-2640_ENSG00000185942_NKAIN3.png","8-63390001-66030000-2640"
"743","GGH","ENSG00000137563",0.18,"0.15",2,"reg_8-63390001-66030000-2640_ENSG00000137563_GGH.png","8-63390001-66030000-2640"
"744","TTPA","ENSG00000137561",-0.07,"0.66",2,"reg_8-63390001-66030000-2640_ENSG00000137561_TTPA.png","8-63390001-66030000-2640"
"745","YTHDF3","ENSG00000185728",0.29,"0.044",2,"reg_8-63390001-66030000-2640_ENSG00000185728_YTHDF3.png","8-63390001-66030000-2640"
"746","BHLHE22","ENSG00000180828",0.32,"0.056",1,"reg_8-63390001-66030000-2640_ENSG00000180828_BHLHE22.png","8-63390001-66030000-2640"
"747","CYP7B1","ENSG00000172817",0.08,"0.31",8,"reg_8-63390001-66030000-2640_ENSG00000172817_CYP7B1.png","8-63390001-66030000-2640"
"748","ARMC1","ENSG00000104442",0.32,"0.032",2,"reg_8-66060001-66330000-270_ENSG00000104442_ARMC1.png","8-66060001-66330000-270"
"749","ARMC1","ENSG00000104442",0.32,"0.032",2,"reg_8-66360001-69210000-2850_ENSG00000104442_ARMC1.png","8-66360001-69210000-2850"
"750","MTFR1","ENSG00000066855",0.27,"0.06",5,"reg_8-66360001-69210000-2850_ENSG00000066855_MTFR1.png","8-66360001-69210000-2850"
"751","PDE7A","ENSG00000205268",0.32,"0.032",6,"reg_8-66360001-69210000-2850_ENSG00000205268_PDE7A.png","8-66360001-69210000-2850"
"752","DNAJC5B","ENSG00000147570",-0.14,"0.79",3,"reg_8-66360001-69210000-2850_ENSG00000147570_DNAJC5B.png","8-66360001-69210000-2850"
"753","TRIM55","ENSG00000147573",0.09,"0.31",3,"reg_8-66360001-69210000-2850_ENSG00000147573_TRIM55.png","8-66360001-69210000-2850"
"754","CRH","ENSG00000147571",0.01,"0.47",1,"reg_8-66360001-69210000-2850_ENSG00000147571_CRH.png","8-66360001-69210000-2850"
"755","RRS1","ENSG00000179041",0.35,"0.022",1,"reg_8-66360001-69210000-2850_ENSG00000179041_RRS1.png","8-66360001-69210000-2850"
"756","ADHFE1","ENSG00000147576",0.19,"0.14",3,"reg_8-66360001-69210000-2850_ENSG00000147576_ADHFE1.png","8-66360001-69210000-2850"
"757","C8orf46","ENSG00000169085",NA,"NA",0,NA,"8-66360001-69210000-2850"
"758","MYBL1","ENSG00000185697",0.24,"0.086",2,"reg_8-66360001-69210000-2850_ENSG00000185697_MYBL1.png","8-66360001-69210000-2850"
"759","VCPIP1","ENSG00000175073",0.29,"0.044",2,"reg_8-66360001-69210000-2850_ENSG00000175073_VCPIP1.png","8-66360001-69210000-2850"
"760","C8orf44-SGK3","ENSG00000270024",NA,"NA",0,NA,"8-66360001-69210000-2850"
"761","C8orf44","ENSG00000213865",0.4,"0.01",2,"reg_8-66360001-69210000-2850_ENSG00000213865_C8orf44.png","8-66360001-69210000-2850"
